,tweet_id,source_x,date,time,rating_numerator,rating_denominator,name,dog_stages,jpg_url,predicted dog breed,degree of confidence,number of retweets,number of likes
3,667453023279554560,Twitter Web Client,2015-19-11,21:22:56,11,10,Cupcake,None,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,0.8256700000000001,74,279
4,667455448082227200,Twitter Web Client,2015-19-11,21:32:34,7,10,Reese,None,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,0.676376,53,171
5,667470559035432960,Twitter Web Client,2015-19-11,22:32:36,11,10,a,None,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,toy_poodle,0.304175,85,225
7,667495797102141441,Twitter Web Client,2015-20-11,00:12:54,9,10,Philippe,None,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,0.143957,231,457
8,667502640335572993,Twitter Web Client,2015-20-11,00:40:05,11,10,Hall,None,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador_retriever,0.996709,194,484
9,667517642048163840,Twitter Web Client,2015-20-11,01:39:42,8,10,Dook,None,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,0.125176,166,332
11,667530908589760512,Twitter Web Client,2015-20-11,02:32:25,10,10,Naphaniel,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever,0.633037,206,412
12,667405339315146752,Twitter for iPhone,2015-19-11,18:13:27,7,10,Biden,None,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,197,411
13,667534815156183040,Twitter Web Client,2015-20-11,02:47:56,8,10,Frank,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,0.435254,446,719
14,667544320556335104,Twitter Web Client,2015-20-11,03:25:43,10,10,Kial,None,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893,459,761
15,667546741521195010,Twitter Web Client,2015-20-11,03:35:20,9,10,George,None,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle,0.787424,107,303
18,667728196545200128,Twitter Web Client,2015-20-11,15:36:22,11,10,Olive,None,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,0.360159,127,325
20,667773195014021121,Twitter Web Client,2015-20-11,18:35:10,8,10,a,None,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West_Highland_white_terrier,0.360465,44,204
24,667806454573760512,Twitter for iPhone,2015-20-11,20:47:20,10,10,Filup,None,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155,417,931
26,667861340749471744,Twitter for iPhone,2015-21-11,00:25:26,9,10,a,None,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275,69,221
27,667538891197542400,Twitter Web Client,2015-20-11,03:04:08,9,10,a,None,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire_terrier,0.618957,58,176
28,667393430834667520,Twitter for iPhone,2015-19-11,17:26:08,8,10,Fwed,None,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,50,168
30,667211855547486208,Twitter for iPhone,2015-19-11,05:24:37,9,10,Genevieve,None,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,210,425
31,666776908487630848,Twitter for iPhone,2015-18-11,00:36:17,5,10,Josep,None,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher,0.167175,150,305
32,666781792255496192,Twitter for iPhone,2015-18-11,00:55:42,10,10,a,None,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,168,326
34,666804364988780544,Twitter for iPhone,2015-18-11,02:25:23,8,10,Jockson,None,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.328792,79,206
35,666817836334096384,Twitter for iPhone,2015-18-11,03:18:55,9,10,Jeph,None,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,212,444
40,666996132027977728,Twitter for iPhone,2015-18-11,15:07:24,10,10,Carll,None,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,79,214
43,667062181243039745,Twitter for iPhone,2015-18-11,19:29:52,10,10,Keet,None,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,45,192
45,667073648344346624,Twitter for iPhone,2015-18-11,20:15:26,10,10,Dave,None,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.4836819999999999,104,351
46,667090893657276420,Twitter for iPhone,2015-18-11,21:23:57,7,10,Clybe,None,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,106,287
47,667119796878725120,Twitter for iPhone,2015-18-11,23:18:48,10,10,Gabe,None,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,106,286
49,667152164079423490,Twitter for iPhone,2015-19-11,01:27:25,12,10,Pipsy,None,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411,14618,42297
50,667160273090932737,Twitter for iPhone,2015-19-11,01:59:39,11,10,Bradlay,None,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351,50,219
51,667165590075940865,Twitter for iPhone,2015-19-11,02:20:46,10,10,Churlie,None,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,972,2380
52,667171260800061440,Twitter for iPhone,2015-19-11,02:43:18,10,10,Kenneth,None,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999,72,186
53,667174963120574464,Twitter for iPhone,2015-19-11,02:58:01,9,10,Clarence,None,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,70,218
55,667177989038297088,Twitter for iPhone,2015-19-11,03:10:02,8,10,a,None,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.2592489999999999,48,166
56,667182792070062081,Twitter for iPhone,2015-19-11,03:29:07,10,10,Timison,None,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,5277,12546
59,667200525029539841,Twitter for iPhone,2015-19-11,04:39:35,11,10,Joshwa,None,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,228,544
62,667878741721415682,Twitter for iPhone,2015-21-11,01:34:35,2,10,Tedrick,None,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature_pinscher,0.106003,101,349
63,667885044254572545,Twitter for iPhone,2015-21-11,01:59:37,10,10,Stu,None,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297,400,728
64,666739327293083650,Twitter for iPhone,2015-17-11,22:06:57,10,10,Lugan,None,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,0.546933,60,209
65,667886921285246976,Twitter for iPhone,2015-21-11,02:07:05,11,10,Erik,None,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,908,1648
66,667902449697558528,Twitter for iPhone,2015-21-11,03:08:47,9,10,Cleopatricia,None,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881,334,759
68,667915453470232577,Twitter for iPhone,2015-21-11,04:00:28,10,10,Otis,None,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655,46,184
69,667924896115245057,Twitter for iPhone,2015-21-11,04:37:59,9,10,Jiminy,None,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051,95,264
71,668113020489474048,Twitter for iPhone,2015-21-11,17:05:31,6,10,Alfie,None,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,208,585
74,668171859951755264,Twitter for iPhone,2015-21-11,20:59:20,7,10,a,None,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,162,425
75,668190681446379520,Twitter for iPhone,2015-21-11,22:14:07,12,10,Skittles,None,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,171,577
76,668204964695683073,Twitter for iPhone,2015-21-11,23:10:52,8,10,Ron,None,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,173,489
79,668237644992782336,Twitter for iPhone,2015-22-11,01:20:44,10,10,Torque,None,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,0.8093199999999999,2426,5453
80,668248472370458624,Twitter for iPhone,2015-22-11,02:03:45,8,10,Bisquick,None,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,408,842
81,668256321989451776,Twitter for iPhone,2015-22-11,02:34:57,13,10,Jareld,None,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,518,1153
83,668274247790391296,Twitter for iPhone,2015-22-11,03:46:11,10,10,Sophie,None,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,0.4063739999999999,198,721
85,666701168228331520,Twitter for iPhone,2015-17-11,19:35:19,8,10,a,None,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,0.887707,182,371
86,666691418707132416,Twitter for iPhone,2015-17-11,18:56:35,8,10,Christoper,None,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd,0.975401,42,161
88,668286279830867968,Twitter for iPhone,2015-22-11,04:33:59,11,10,Rusty,None,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,0.215944,118,436
89,666063827256086533,Twitter for iPhone,2015-16-11,01:22:45,10,10,the,None,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,golden_retriever,0.77593,180,399
99,666287406224695296,Twitter for iPhone,2015-16-11,16:11:11,1,2,an,None,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese_dog,0.8575309999999999,57,123
101,666337882303524864,Twitter for iPhone,2015-16-11,19:31:45,9,10,an,None,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,Newfoundland,0.278407,79,168
107,666407126856765440,Twitter for iPhone,2015-17-11,00:06:54,7,10,a,None,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,black-and-tan_coonhound,0.529139,30,93
109,666418789513326592,Twitter for iPhone,2015-17-11,00:53:15,10,10,Walter,None,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier,0.14968,39,107
115,666447344410484738,Twitter for iPhone,2015-17-11,02:46:43,9,10,Scout,None,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,curly-coated_retriever,0.322084,19,90
116,666454714377183233,Twitter for iPhone,2015-17-11,03:16:00,10,10,Kreggory,None,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,dalmatian,0.278954,180,448
117,666644823164719104,Twitter for iPhone,2015-17-11,15:51:26,9,10,Jimothy,None,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound,0.0443334,70,208
118,666058600524156928,Twitter for iPhone,2015-16-11,01:01:59,8,10,the,None,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,miniature_poodle,0.201493,47,99
119,666057090499244032,Twitter for iPhone,2015-16-11,00:55:59,9,10,a,None,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,golden_retriever,0.00795896,112,247
122,666029285002620928,Twitter for iPhone,2015-15-11,23:05:30,7,10,a,None,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,redbone,0.506826,39,112
123,666033412701032449,Twitter for iPhone,2015-15-11,23:21:54,9,10,a,None,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,German_shepherd,0.596461,36,100
124,666044226329800704,Twitter for iPhone,2015-16-11,00:04:52,6,10,a,None,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,Rhodesian_ridgeback,0.408143,115,247
126,666050758794694657,Twitter for iPhone,2015-16-11,00:30:50,10,10,a,None,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,Bernese_mountain_dog,0.651137,50,115
127,666055525042405380,Twitter for iPhone,2015-16-11,00:49:46,10,10,a,None,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,chow,0.692517,196,367
129,872620804844003328,Twitter for iPhone,2017-08-06,01:06:27,13,10,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,3067,18329
132,874680097055178752,Twitter for iPhone,2017-13-06,17:29:20,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,3919,24606
134,875144289856114688,Twitter for iPhone,2017-15-06,00:13:52,13,10,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,4156,19421
135,875747767867523072,Twitter for iPhone,2017-16-06,16:11:53,13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,3582,22115
136,876120275196170240,Twitter for iPhone,2017-17-06,16:52:05,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,3903,24690
137,876484053909872640,Twitter for iPhone,2017-18-06,16:57:37,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,2000,16568
138,877201837425926144,Twitter for iPhone,2017-20-06,16:29:50,12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,4629,23864
139,877316821321428993,Twitter for iPhone,2017-21-06,00:06:44,13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,4347,24156
140,877556246731214848,Twitter for iPhone,2017-21-06,15:58:08,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,3168,19907
142,877736472329191424,Twitter for iPhone,2017-22-06,03:54:17,13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,15808,69299
143,878057613040115712,Twitter for iPhone,2017-23-06,01:10:23,14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,5740,37152
144,878281511006478336,Twitter for iPhone,2017-23-06,16:00:04,13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,1078,6779
145,885984800019947520,Twitter for iPhone,2017-14-07,22:10:11,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,5612,28610
146,886258384151887873,Twitter for iPhone,2017-15-07,16:17:19,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,5290,24525
148,886736880519319552,Twitter for iPhone,2017-16-07,23:58:41,13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,2632,10502
149,886983233522544640,Twitter for iPhone,2017-17-07,16:17:36,13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,6318,30371
153,887705289381826560,Twitter for iPhone,2017-19-07,16:06:48,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,4533,26625
154,888078434458587136,Twitter for iPhone,2017-20-07,16:49:33,12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,2892,19135
155,888554962724278272,Twitter for iPhone,2017-22-07,00:23:06,13,10,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,2877,17315
156,888804989199671297,Twitter for iPhone,2017-22-07,16:56:37,13,10,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,3535,22464
157,888917238123831296,Twitter for iPhone,2017-23-07,00:22:39,12,10,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,3761,25639
158,889278841981685760,Twitter for iPhone,2017-24-07,00:19:32,13,10,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,4443,22119
159,889638837579907072,Twitter for iPhone,2017-25-07,00:10:02,12,10,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,3715,23675
160,889880896479866881,Twitter for iPhone,2017-25-07,16:11:53,13,10,Bruno,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,4166,24568
161,890006608113172480,Twitter for iPhone,2017-26-07,00:31:25,13,10,Koda,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,6153,27036
162,890609185150312448,Twitter for iPhone,2017-27-07,16:25:51,13,10,Zoey,None,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.4875739999999999,3620,24523
164,890971913173991426,Twitter for iPhone,2017-28-07,16:27:12,13,10,Jax,None,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.341703,1663,10362
166,891327558926688256,Twitter for iPhone,2017-29-07,16:00:24,12,10,Franklin,None,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,7760,35311
167,891689557279858688,Twitter for iPhone,2017-30-07,15:58:51,13,10,Darla,None,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Labrador_retriever,0.1680859999999999,7225,36939
168,891815181378084864,Twitter for iPhone,2017-31-07,00:18:03,12,10,Archie,None,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,3481,22051
169,892177421306343426,Twitter for iPhone,2017-01-08,00:17:27,13,10,Tilly,None,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,5301,29330
170,885528943205470208,Twitter for iPhone,2017-13-07,15:58:47,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,5327,31601
171,884925521741709313,Twitter for iPhone,2017-12-07,00:01:00,12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,15026,67289
172,879008229531029506,Twitter for iPhone,2017-25-06,16:07:47,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2241,16783
174,879376492567855104,Twitter for iPhone,2017-26-06,16:31:08,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961,2649,14859
175,879415818425184262,Twitter for iPhone,2017-26-06,19:07:24,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,37456,92871
176,879492040517615616,Twitter for iPhone,2017-27-06,00:10:17,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,2628,20712
177,879862464715927552,Twitter for iPhone,2017-28-06,00:42:13,13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,2928,19702
179,880221127280381952,Twitter for iPhone,2017-29-06,00:27:25,12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,3467,23677
180,880465832366813184,Twitter for iPhone,2017-29-06,16:39:47,12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,5214,25012
184,881666595344535552,Twitter for iPhone,2017-03-07,00:11:11,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,8960,44558
185,881906580714921986,Twitter for iPhone,2017-03-07,16:04:48,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,2855,21444
186,882045870035918850,Twitter for iPhone,2017-04-07,01:18:17,13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,4082,25726
187,882268110199369728,Twitter for iPhone,2017-04-07,16:01:23,13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,9631,39201
188,882627270321602560,Twitter for iPhone,2017-05-07,15:48:34,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,5063,24600
189,882992080364220416,Twitter for iPhone,2017-06-07,15:58:11,13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.4667779999999999,3247,20984
191,883482846933004288,Twitter for iPhone,2017-08-07,00:28:19,5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,8271,40216
192,883838122936631299,Twitter for iPhone,2017-09-07,00:00:04,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,2861,19176
194,884562892145688576,Twitter for iPhone,2017-11-07,00:00:02,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,3911,21322
195,884876753390489601,Twitter for iPhone,2017-11-07,20:47:12,13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,4673,24384
197,872122724285648897,Twitter for iPhone,2017-06-06,16:07:15,12,10,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,0.0667363,6829,30234
198,690400367696297985,Twitter for iPhone,2016-22-01,05:07:29,10,10,Eriq,None,https://pbs.twimg.com/media/CZTLeBuWIAAFkeR.jpg,Pembroke,0.426459,406,1746
199,690597161306841088,Twitter for iPhone,2016-22-01,18:09:28,11,10,Lolo,None,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,Lhasa,0.0974997,548,1786
200,690649993829576704,Twitter for iPhone,2016-22-01,21:39:24,11,10,Hazel,None,https://pbs.twimg.com/media/CZWugJsWYAIzVzJ.jpg,Mexican_hairless,0.0981708,250,1203
201,690690673629138944,Twitter for iPhone,2016-23-01,00:21:03,10,10,Cedrick,None,https://pbs.twimg.com/media/CZXTgKkWwAA5UZJ.jpg,Maltese_dog,0.0896246,751,2156
202,690728923253055490,Twitter for iPhone,2016-23-01,02:53:03,8,10,Vinscent,None,https://pbs.twimg.com/media/CZX2SxaXEAEcnR6.jpg,kuvasz,0.422806,469,2009
203,690735892932222976,Twitter for iPhone,2016-23-01,03:20:44,13,10,Peaches,None,https://pbs.twimg.com/media/CZX8nyeVAAEstKM.jpg,golden_retriever,0.883229,1158,3508
209,691321916024623104,Twitter for iPhone,2016-24-01,18:09:23,11,10,Molly,None,https://pbs.twimg.com/media/CZgRmk0UcAAxeuQ.jpg,Rottweiler,0.508981,602,2392
210,691444869282295808,Twitter for iPhone,2016-25-01,02:17:57,12,10,Bailey,None,https://pbs.twimg.com/media/CZiBcJhWQAATXNK.jpg,Bernese_mountain_dog,0.767563,754,2441
211,691459709405118465,Twitter for iPhone,2016-25-01,03:16:56,12,10,Leo,None,https://pbs.twimg.com/media/CZiO7mWUEAAa4zo.jpg,Shetland_sheepdog,0.5512060000000001,1028,3737
213,691675652215414786,Twitter for iPhone,2016-25-01,17:35:00,10,10,Richie,None,https://pbs.twimg.com/media/CZlTVL4WkAEpVR5.jpg,Chihuahua,0.182898,461,1801
216,692017291282812928,Twitter for iPhone,2016-26-01,16:12:33,9,10,Kingsley,None,https://pbs.twimg.com/media/CZqKDZTVIAEvtbc.jpg,Tibetan_terrier,0.247565,873,2678
217,692158366030913536,Twitter for iPhone,2016-27-01,01:33:08,10,10,Edgar,None,https://pbs.twimg.com/media/CZsKVxfWQAAXy2u.jpg,pug,0.956565,721,1977
218,692187005137076224,Twitter for iPhone,2016-27-01,03:26:56,12,10,a,None,https://pbs.twimg.com/media/CZskaEIWIAUeTr5.jpg,Siberian_husky,0.810592,750,2342
219,692530551048294401,Twitter for iPhone,2016-28-01,02:12:04,10,10,Cody,None,https://pbs.twimg.com/media/CZxc3G7WEAAM4Mv.jpg,Siberian_husky,0.4864279999999999,370,1708
220,690374419777196032,Twitter for iPhone,2016-22-01,03:24:22,11,10,Phred,None,https://pbs.twimg.com/media/CZSz3vWXEAACElU.jpg,kuvasz,0.2863449999999999,764,2978
221,690360449368465409,Twitter for iPhone,2016-22-01,02:28:52,9,10,the,None,https://pbs.twimg.com/media/CZSnKw8WwAAAN7q.jpg,pug,0.686933,796,2453
223,688789766343622656,Twitter for iPhone,2016-17-01,18:27:32,8,10,Pubert,None,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,American_Staffordshire_terrier,0.5996600000000001,604,2060
225,688828561667567616,Twitter for iPhone,2016-17-01,21:01:41,9,10,Brad,None,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,Cardigan,0.6142310000000001,326,1282
229,689275259254616065,Twitter for iPhone,2016-19-01,02:36:42,10,10,Lucky,None,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,American_Staffordshire_terrier,0.215161,225,1056
230,689280876073582592,Twitter for iPhone,2016-19-01,02:59:01,10,10,Herald,None,https://pbs.twimg.com/media/CZDRTAPUoAEaqxF.jpg,Chihuahua,0.6375460000000001,642,1831
231,689283819090870273,Twitter for iPhone,2016-19-01,03:10:43,9,10,Chipson,None,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,Scotch_terrier,0.267979,1005,3025
232,692535307825213440,Twitter for iPhone,2016-28-01,02:30:58,10,10,Amber,None,https://pbs.twimg.com/media/CZxhL2yWAAI_DHn.jpg,pug,0.4130899999999999,1238,2910
237,689661964914655233,Twitter for iPhone,2016-20-01,04:13:20,12,10,Luca,None,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,Italian_greyhound,0.322818,852,3003
238,689835978131935233,Twitter for iPhone,2016-20-01,15:44:48,11,10,Fynn,None,https://pbs.twimg.com/media/CZLKJpDWQAA-5u4.jpg,collie,0.600186,689,2026
239,689877686181715968,Twitter for iPhone,2016-20-01,18:30:32,9,10,Durg,None,https://pbs.twimg.com/media/CZLwGAIWQAIYsTx.jpg,Old_English_sheepdog,0.269155,1045,2807
241,689999384604450816,Twitter for iPhone,2016-21-01,02:34:07,10,10,Covach,None,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,standard_poodle,0.444499,329,1308
243,690021994562220032,Twitter for iPhone,2016-21-01,04:03:58,10,10,Geoff,None,https://pbs.twimg.com/media/CZNzV6cW0AAsX7p.jpg,malamute,0.0406958,925,2586
244,689517482558820352,Twitter for iPhone,2016-19-01,18:39:13,12,10,Carl,None,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,Pembroke,0.799319,1300,3135
