,tweet_id,source_x,date,time,rating_numerator,rating_denominator,name,dog_stages,jpg_url,predicted dog breed,degree of confidence,number of retweets,number of likes
496,703079050210877440,Twitter for iPhone,2016-26-02,04:48:02,11,10,a,None,https://pbs.twimg.com/media/CcHWqQCW8AEb0ZH.jpg,Pembroke,0.778503,2809,6832
497,700029284593901568,Twitter for iPhone,2016-17-02,18:49:22,10,10,Coops,None,https://pbs.twimg.com/media/CbcA673XIAAsytQ.jpg,West_Highland_white_terrier,0.726571,532,1922
498,698195409219559425,Twitter for iPhone,2016-12-02,17:22:12,9,10,Beau,None,https://pbs.twimg.com/media/CbB9BTqW8AEVc2A.jpg,Labrador_retriever,0.64369,5461,15553
499,698262614669991936,Twitter for iPhone,2016-12-02,21:49:15,11,10,Franklin,None,https://pbs.twimg.com/media/CbC6JL_WEAI_PhH.jpg,Italian_greyhound,0.107948,1800,4415
500,698342080612007937,Twitter for iPhone,2016-13-02,03:05:01,11,10,Maximus,None,https://pbs.twimg.com/ext_tw_video_thumb/698341973569245184/pu/img/Sj3A2vSfbKWSv61T.jpg,boxer,0.8830479999999999,873,2081
501,698355670425473025,Twitter for iPhone,2016-13-02,03:59:01,10,10,Jessiga,None,https://pbs.twimg.com/media/CbEOxQXW0AEIYBu.jpg,pug,0.990191,397,1708
502,698549713696649216,Twitter for iPhone,2016-13-02,16:50:04,9,10,Claude,None,https://pbs.twimg.com/media/CbG_QRJXEAALVWy.jpg,French_bulldog,0.998544,561,2152
504,698703483621523456,Twitter for iPhone,2016-14-02,03:01:06,7,10,Rusty,None,https://pbs.twimg.com/media/CbJLG0HWwAAV-ug.jpg,Brittany_spaniel,0.931963,337,1332
505,698710712454139905,Twitter for iPhone,2016-14-02,03:29:49,10,10,Cuddles,None,https://pbs.twimg.com/media/CbJRrigW0AIcJ2N.jpg,Samoyed,0.329895,620,2279
507,698953797952008193,Twitter for iPhone,2016-14-02,19:35:46,11,10,CeCe,None,https://pbs.twimg.com/media/CbMuxV5WEAAIBjy.jpg,Italian_greyhound,0.382378,832,2492
508,698989035503689728,Twitter for iPhone,2016-14-02,21:55:47,13,10,Oliver,None,https://pbs.twimg.com/media/CbNO0DaW0AARcki.jpg,Norfolk_terrier,0.24634,879,3088
513,699370870310113280,Twitter for iPhone,2016-15-02,23:13:03,11,10,Calbert,None,https://pbs.twimg.com/media/CbSqE0rVIAEOPE4.jpg,cairn,0.337557,395,1757
514,699413908797464576,Twitter for iPhone,2016-16-02,02:04:04,11,10,Miley,None,https://pbs.twimg.com/media/CbTRPXdW8AQMZf7.jpg,Samoyed,0.517479,572,1934
516,699446877801091073,Twitter for iPhone,2016-16-02,04:15:05,12,10,Archie,None,https://pbs.twimg.com/media/CbTvNpoW0AEemnx.jpg,Pembroke,0.9694,2401,5521
518,699775878809702401,Twitter for iPhone,2016-17-02,02:02:25,11,10,Fillup,None,https://pbs.twimg.com/media/CbYac83W4AAUH1O.jpg,Dandie_Dinmont,0.271683,541,1813
520,699788877217865730,Twitter for iPhone,2016-17-02,02:54:04,12,10,Nala,None,https://pbs.twimg.com/media/CbYmRHyWEAASNzm.jpg,Border_terrier,0.35506,470,2066
521,700002074055016451,Twitter for iPhone,2016-17-02,17:01:14,9,10,Thumas,None,https://pbs.twimg.com/media/CbboKP4WIAAw8xq.jpg,Chihuahua,0.369488,1206,3038
522,699079609774645248,Twitter for iPhone,2016-15-02,03:55:41,8,10,Reagan,None,https://pbs.twimg.com/media/CbOhMUDXIAACIWR.jpg,schipperke,0.667324,576,2262
523,708119489313951744,Twitter for iPhone,2016-11-03,02:36:57,9,10,Cooper,None,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,Norwich_terrier,0.2644829999999999,899,2490
524,703382836347330562,Twitter for iPhone,2016-27-02,00:55:11,12,10,Charlie,None,https://pbs.twimg.com/media/CcLq7ipW4AArSGZ.jpg,golden_retriever,0.945664,1035,3229
525,706346369204748288,Twitter for iPhone,2016-06-03,05:11:12,12,10,Koda,None,https://pbs.twimg.com/media/Cc1yRE2WoAAgxFQ.jpg,Tibetan_mastiff,0.956462,844,3183
527,706538006853918722,Twitter for iPhone,2016-06-03,17:52:42,11,10,Oliver,None,https://pbs.twimg.com/media/Cc4gjxqW4AIoThO.jpg,chow,0.541794,1299,3201
529,706644897839910912,Twitter for iPhone,2016-07-03,00:57:27,9,10,Shadow,None,https://pbs.twimg.com/ext_tw_video_thumb/706644797256241152/pu/img/NTqvmIUQExGmKFSR.jpg,Chihuahua,0.132928,990,2355
530,706681918348251136,Twitter for iPhone,2016-07-03,03:24:33,12,10,Katie,None,https://pbs.twimg.com/media/Cc6jcYRXIAAFuox.jpg,toy_poodle,0.717584,896,3033
532,707014260413456384,Twitter for iPhone,2016-08-03,01:25:10,11,10,Ellie,None,https://pbs.twimg.com/media/Cc_RsVlXEAIzzlX.jpg,Chihuahua,0.58378,546,2122
533,707021089608753152,Twitter for iPhone,2016-08-03,01:52:18,12,10,Tucker,None,https://pbs.twimg.com/media/Cc_XtkRW8AEE7Fn.jpg,cocker_spaniel,0.559658,1227,3743
534,707038192327901184,Twitter for iPhone,2016-08-03,03:00:15,10,10,Kathmandu,None,https://pbs.twimg.com/media/Cc_ney1W4AANuY3.jpg,pug,0.642426,720,2020
535,707059547140169728,Twitter for iPhone,2016-08-03,04:25:07,11,10,Cupcake,None,https://pbs.twimg.com/media/Cc_64zVWEAAeXs7.jpg,Samoyed,0.8973120000000001,619,2405
537,707297311098011648,Twitter for iPhone,2016-08-03,20:09:54,10,10,Cassie,None,https://pbs.twimg.com/media/CdDTJLMW4AEST--.jpg,Blenheim_spaniel,0.370717,712,2586
539,707387676719185920,Twitter for iPhone,2016-09-03,02:08:59,10,10,Clarkus,None,https://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg,Chihuahua,0.888468,1151,3224
540,707420581654872064,Twitter for iPhone,2016-09-03,04:19:44,4,10,Keurig,None,https://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg,kuvasz,0.149391,635,2077
543,707776935007539200,Twitter for iPhone,2016-10-03,03:55:45,11,10,Sadie,None,https://pbs.twimg.com/media/CdKHWimWoAABs08.jpg,miniature_pinscher,0.890426,874,3015
544,707969809498152960,Twitter for iPhone,2016-10-03,16:42:10,11,10,Rufus,None,https://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,toy_poodle,0.908491,870,2493
547,703356393781329922,Twitter for iPhone,2016-26-02,23:10:06,9,10,Socks,None,https://pbs.twimg.com/media/CcLS6QKUcAAUuPa.jpg,Border_collie,0.894842,346,1772
548,706265994973601792,Twitter for iPhone,2016-05-03,23:51:49,11,10,Kara,None,https://pbs.twimg.com/media/Cc0pLU0WAAEfGEw.jpg,papillon,0.743715,852,2527
549,706166467411222528,Twitter for iPhone,2016-05-03,17:16:20,7,10,Dexter,None,https://pbs.twimg.com/media/CczOp_OWoAAo5zR.jpg,Samoyed,0.430418,1459,4743
553,704054845121142784,Twitter for iPhone,2016-28-02,21:25:30,60,50,a,None,https://pbs.twimg.com/media/CcVOJEcXEAM0FHL.jpg,Great_Pyrenees,0.6679390000000001,844,2697
555,704364645503647744,Twitter for iPhone,2016-29-02,17:56:32,12,10,Bisquick,None,https://pbs.twimg.com/media/CcZn6RWWIAAmOZG.jpg,Pembroke,0.980695,3237,7360
556,704480331685040129,Twitter for iPhone,2016-01-03,01:36:14,11,10,Lucia,None,https://pbs.twimg.com/media/CcbRIAgXIAQaKHQ.jpg,Samoyed,0.979206,982,3151
559,705066031337840642,Twitter for iPhone,2016-02-03,16:23:36,12,10,Reese,None,https://pbs.twimg.com/media/CcjlzRkW0AMqmWg.jpg,Airedale,0.868658,556,2019
560,705102439679201280,Twitter for iPhone,2016-02-03,18:48:16,10,10,Terrenth,None,https://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,collie,0.457672,475,1968
561,705223444686888960,Twitter for iPhone,2016-03-03,02:49:06,9,10,Bode,None,https://pbs.twimg.com/media/Ccl0-HVVAAAf8aK.jpg,Chesapeake_Bay_retriever,0.0773733,716,2385
562,705239209544720384,Twitter for iPhone,2016-03-03,03:51:44,11,10,Jimothy,None,https://pbs.twimg.com/media/CcmDUjFW8AAqAjc.jpg,Chihuahua,0.15795,679,2778
563,705442520700944385,Twitter for iPhone,2016-03-03,17:19:38,12,10,Cooper,None,https://pbs.twimg.com/media/Cco8OmOXIAE0aCu.jpg,Great_Pyrenees,0.309106,1465,4078
564,705475953783398401,Twitter for iPhone,2016-03-03,19:32:29,12,10,Zara,None,https://pbs.twimg.com/media/CcpaoR9WAAAKlJJ.jpg,golden_retriever,0.908784,832,2752
566,705898680587526145,Twitter for iPhone,2016-04-03,23:32:15,10,10,Max,None,https://pbs.twimg.com/media/CcvbGj5W8AARjB6.jpg,collie,0.808276,496,2192
567,705970349788291072,Twitter for iPhone,2016-05-03,04:17:02,12,10,Lucy,None,https://pbs.twimg.com/media/CcwcSS9WwAALE4f.jpg,golden_retriever,0.776346,800,2934
569,723179728551723008,Twitter for iPhone,2016-21-04,16:00:57,8,10,Jangle,None,https://pbs.twimg.com/media/CglAHjAUgAAfxcq.jpg,Norwegian_elkhound,0.0568505,1693,4875
571,681193455364796417,Twitter for iPhone,2015-27-12,19:22:30,11,10,Aspen,None,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,Pomeranian,0.992619,1340,3423
573,671186162933985280,Twitter for iPhone,2015-30-11,04:37:05,10,10,Sparky,None,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,Chihuahua,0.319106,176,642
575,671355857343524864,Twitter for iPhone,2015-30-11,15:51:24,10,10,Lou,None,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,miniature_poodle,0.313811,105,421
579,671485057807351808,Twitter for iPhone,2015-01-12,00:24:48,11,10,Penelope,None,https://pbs.twimg.com/media/CVGYGNYXAAAQ9m-.jpg,Samoyed,0.627901,196,679
580,671486386088865792,Twitter for iPhone,2015-01-12,00:30:04,10,10,Malcolm,None,https://pbs.twimg.com/media/CVGZTboUsAATohd.jpg,German_shepherd,0.8270350000000001,173,512
583,671504605491109889,Twitter for iPhone,2015-01-12,01:42:28,11,10,Charlie,None,https://pbs.twimg.com/media/CVGp4LKWoAAoD03.jpg,toy_poodle,0.259115,3131,6248
585,671518598289059840,Twitter for iPhone,2015-01-12,02:38:04,9,10,Scruffers,None,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,Lakeland_terrier,0.428275,253,831
586,671520732782923777,Twitter for iPhone,2015-01-12,02:46:33,10,10,Alejandro,None,https://pbs.twimg.com/media/CVG4i9UWEAAUH3U.jpg,Pomeranian,0.551031,454,1223
587,671528761649688577,Twitter for iPhone,2015-01-12,03:18:27,10,10,Jax,None,https://pbs.twimg.com/media/CVG_2I-WIAASKSS.jpg,Doberman,0.782626,217,739
589,671536543010570240,Twitter for iPhone,2015-01-12,03:49:23,9,10,Reginald,None,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg,pug,0.537652,344,1037
591,671542985629241344,Twitter for iPhone,2015-01-12,04:14:59,10,10,JD,None,https://pbs.twimg.com/media/CVHMyHMWwAALYXs.jpg,Shetland_sheepdog,0.980339,487,966
594,671561002136281088,Twitter for iPhone,2015-01-12,05:26:34,13,10,the,None,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,Gordon_setter,0.4693729999999999,6325,11400
595,671735591348891648,Twitter for iPhone,2015-01-12,17:00:19,11,10,Oscar,None,https://pbs.twimg.com/media/CVJ79MzW4AEpTom.jpg,Irish_wolfhound,0.0630781999999999,657,1287
596,671743150407421952,Twitter for iPhone,2015-01-12,17:30:22,11,10,a,None,https://pbs.twimg.com/media/CVKC1IfWIAAsQks.jpg,toy_poodle,0.419427,202,675
602,671154572044468225,Twitter for iPhone,2015-30-11,02:31:34,11,10,Holly,None,https://pbs.twimg.com/media/CVBrhXoWIAAox_C.jpg,Labrador_retriever,0.495047,186,625
605,670786190031921152,Twitter for iPhone,2015-29-11,02:07:44,8,10,Creg,None,https://pbs.twimg.com/media/CU8ceuxWUAALMEo.jpg,Pembroke,0.127438,171,530
607,670792680469889025,Twitter for iPhone,2015-29-11,02:33:32,7,10,Antony,None,https://pbs.twimg.com/media/CU8iYi2WsAEaqQ0.jpg,toy_poodle,0.031355,238,734
608,670797304698376195,Twitter for iPhone,2015-29-11,02:51:54,11,10,Trigger,None,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,Pembroke,0.472197,203,661
610,670804601705242624,Twitter for iPhone,2015-29-11,03:20:54,10,10,Mason,None,https://pbs.twimg.com/media/CU8tOJZWUAAlNoF.jpg,Pomeranian,0.86856,821,1742
611,670807719151067136,Twitter for iPhone,2015-29-11,03:33:17,11,10,Andy,None,https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,Old_English_sheepdog,0.958035,428,1051
612,670811965569282048,Twitter for iPhone,2015-29-11,03:50:10,10,10,Maggie,None,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,basset,0.99409,231,984
613,670815497391357952,Twitter for iPhone,2015-29-11,04:04:12,10,10,Sage,None,https://pbs.twimg.com/media/CU83IZ8W4AEIh4y.jpg,American_Staffordshire_terrier,0.919714,1322,2789
615,670823764196741120,Twitter for iPhone,2015-29-11,04:37:03,12,10,Remington,None,https://pbs.twimg.com/media/CU8-puBWwAAR8Xl.jpg,Labrador_retriever,0.947453,162,677
618,670833812859932673,Twitter for iPhone,2015-29-11,05:16:59,7,10,Jett,None,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,Pekinese,0.609853,109,382
620,670840546554966016,Twitter for iPhone,2015-29-11,05:43:44,10,10,Colby,None,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,Shih-Tzu,0.963622,166,524
623,671109016219725825,Twitter for iPhone,2015-29-11,23:30:32,8,10,Toby,None,https://pbs.twimg.com/media/CVBCFkyU4AE2Wcr.jpg,basenji,0.855959,378,1005
624,671115716440031232,Twitter for iPhone,2015-29-11,23:57:10,6,10,Phred,None,https://pbs.twimg.com/media/CVBILUgVAAA1ZUr.jpg,malinois,0.406341,674,1216
626,671134062904504320,Twitter for iPhone,2015-30-11,01:10:04,8,10,Clarence,None,https://pbs.twimg.com/media/CVBY3e7XIAAAE4Y.jpg,Shih-Tzu,0.1803799999999999,163,655
629,671147085991960577,Twitter for iPhone,2015-30-11,02:01:49,9,10,a,None,https://pbs.twimg.com/media/CVBktzQXAAAPpUA.jpg,Yorkshire_terrier,0.467202,192,586
631,670832455012716544,Twitter for iPhone,2015-29-11,05:11:35,10,10,Amy,None,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,malinois,0.317607,184,647
632,671789708968640512,Twitter for iPhone,2015-01-12,20:35:22,13,10,space,None,https://pbs.twimg.com/tweet_video_thumb/CVKtH-4WIAAmiQ5.png,dalmatian,0.1142589999999999,3004,6331
634,671866342182637568,Twitter for iPhone,2015-02-12,01:39:53,10,10,Dylan,None,https://pbs.twimg.com/media/CVLy3zFWoAA93qJ.jpg,Labrador_retriever,0.8756139999999999,420,999
635,672604026190569472,Twitter for iPhone,2015-04-12,02:31:10,11,10,a,None,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg,toy_poodle,0.8201579999999999,337,973
637,672640509974827008,Twitter for iPhone,2015-04-12,04:56:09,9,10,Leonidas,None,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,Chesapeake_Bay_retriever,0.420155,272,874
639,672834301050937345,Twitter for iPhone,2015-04-12,17:46:12,10,10,Ed,None,https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg,Pembroke,0.5825600000000001,504,1158
640,672877615439593473,Twitter for iPhone,2015-04-12,20:38:19,8,10,Oscar,None,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,Chihuahua,0.412362,303,909
643,672964561327235073,Twitter for iPhone,2015-05-12,02:23:49,10,10,Terry,None,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,Chihuahua,0.2923429999999999,557,1262
644,672591762242805761,Twitter for iPhone,2015-04-12,01:42:26,10,10,Taz,None,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg,kuvasz,0.777659,286,846
645,672968025906282496,Twitter for iPhone,2015-05-12,02:37:35,11,10,Gustaf,None,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,toy_poodle,0.678046,471,1186
648,672995267319328768,Twitter for iPhone,2015-05-12,04:25:50,8,10,Pumpkin,None,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,French_bulldog,0.7195590000000001,253,845
649,672997845381865473,Twitter for iPhone,2015-05-12,04:36:04,12,10,Kenzie,None,https://pbs.twimg.com/media/CVb39_1XIAAMoIv.jpg,chow,0.517255,631,1754
650,673213039743795200,Twitter for iPhone,2015-05-12,18:51:11,10,10,Dexter,None,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,schipperke,0.8880819999999999,724,1979
652,673270968295534593,Twitter for iPhone,2015-05-12,22:41:22,11,10,Mac,None,https://pbs.twimg.com/media/CVfwXuWWIAAqnoi.jpg,Shih-Tzu,0.610453,313,960
654,670780561024270336,Twitter for iPhone,2015-29-11,01:45:22,7,10,Traviss,None,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,Labrador_retriever,0.244889,249,703
660,671891728106971137,Twitter for iPhone,2015-02-12,03:20:45,11,10,Mojo,None,https://pbs.twimg.com/media/CVMJ9guXAAAhAiK.jpg,Labrador_retriever,0.567933,483,1176
661,672068090318987265,Twitter for iPhone,2015-02-12,15:01:33,7,10,Gizmo,None,https://pbs.twimg.com/media/CVOqW8eUkAESTHj.jpg,pug,0.8633850000000001,441,1141
662,672082170312290304,Twitter for iPhone,2015-02-12,15:57:30,11,10,Patch,None,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg,toy_poodle,0.1239619999999999,319,839
663,672095186491711488,Twitter for iPhone,2015-02-12,16:49:14,9,10,Tuco,None,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg,pug,0.794087,328,878
664,672125275208069120,Twitter for iPhone,2015-02-12,18:48:47,11,10,just,None,https://pbs.twimg.com/media/CVPeX2dWwAEwyaR.jpg,golden_retriever,8.67567e-05,993,2120
666,672169685991993344,Twitter for iPhone,2015-02-12,21:45:16,10,10,Bradley,None,https://pbs.twimg.com/media/CVQGv-vUwAEUjCj.jpg,cocker_spaniel,0.991011,320,908
667,672538107540070400,Twitter for iPhone,2015-03-12,22:09:14,7,10,Darby,None,https://pbs.twimg.com/media/CVVV1wJWoAEcOyk.jpg,Chihuahua,0.160274,318,903
668,672222792075620352,Twitter for iPhone,2015-03-12,01:16:17,9,10,Cal,None,https://pbs.twimg.com/media/CVQ3EDdWIAINyhM.jpg,beagle,0.958178,176,703
669,672239279297454080,Twitter for iPhone,2015-03-12,02:21:48,7,10,Ridley,None,https://pbs.twimg.com/media/CVRGDrsWsAAUWSF.jpg,pug,0.332536,276,806
670,672245253877968896,Twitter for iPhone,2015-03-12,02:45:32,12,10,Snickers,None,https://pbs.twimg.com/media/CVRLfeoW4AA_ldZ.jpg,Chihuahua,0.7189439999999999,132,607
673,672264251789176834,Twitter for iPhone,2015-03-12,04:01:02,10,10,Kreg,None,https://pbs.twimg.com/media/CVRcxJ-WsAAXOhO.jpg,Chihuahua,0.6098600000000001,287,1012
675,672272411274932228,Twitter for iPhone,2015-03-12,04:33:27,11,10,Pippin,None,https://pbs.twimg.com/media/CVRkLuJWUAAhhYp.jpg,pug,0.914685,2938,5727
676,672466075045466113,Twitter for iPhone,2015-03-12,17:23:00,12,10,Franq,None,https://pbs.twimg.com/media/CVUUU_EWoAAxABV.jpg,cocker_spaniel,0.150424,448,1191
678,672482722825261057,Twitter for iPhone,2015-03-12,18:29:09,10,10,light,None,https://pbs.twimg.com/media/CVUjd14W4AE8tvO.jpg,West_Highland_white_terrier,0.5861729999999999,519,992
679,672488522314567680,Twitter for iPhone,2015-03-12,18:52:12,10,10,Jackie,None,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg,Doberman,0.605358,373,990
682,670764103623966721,Twitter for iPhone,2015-29-11,00:39:59,10,10,Vincent,None,https://pbs.twimg.com/media/CU8IY0pWIAA2AJ-.jpg,Norfolk_terrier,0.17285,371,958
683,670755717859713024,Twitter for iPhone,2015-29-11,00:06:39,9,10,Gin,None,https://pbs.twimg.com/media/CU8AwZ_UsAA-Lbu.jpg,keeshond,0.994065,89,393
684,668955713004314625,Twitter for iPhone,2015-24-11,00:54:05,10,10,a,None,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,cocker_spaniel,0.367492,63,241
685,668960084974809088,Twitter for iPhone,2015-24-11,01:11:27,10,10,Jaycob,None,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,Chesapeake_Bay_retriever,0.165878,210,620
686,668975677807423489,Twitter for iPhone,2015-24-11,02:13:25,11,10,Jeremy,None,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,basset,0.605437,497,1158
687,668979806671884288,Twitter for iPhone,2015-24-11,02:29:49,12,10,Chaz,None,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,golden_retriever,0.608537,294,705
689,668986018524233728,Twitter for iPhone,2015-24-11,02:54:30,9,10,Ruby,None,https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,Chihuahua,0.00563972,140,479
691,668989615043424256,Twitter for iPhone,2015-24-11,03:08:48,3,10,Bernie,None,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,pug,0.917326,288,596
694,669000397445533696,Twitter for iPhone,2015-24-11,03:51:38,11,10,Terrance,None,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,Pembroke,0.82294,5527,18703
695,669006782128353280,Twitter for iPhone,2015-24-11,04:17:01,12,10,Tucker,None,https://pbs.twimg.com/media/CUjKHs0WIAECWP3.jpg,Chihuahua,0.1271779999999999,209,509
697,668932921458302977,Twitter for iPhone,2015-23-11,23:23:31,9,10,Herald,None,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,standard_poodle,0.237638,50,227
700,669216679721873412,Twitter for iPhone,2015-24-11,18:11:04,8,10,Clarq,None,https://pbs.twimg.com/media/CUmJBS5WUAAKtrP.jpg,golden_retriever,0.992758,348,1058
701,669324657376567296,Twitter for iPhone,2015-25-11,01:20:08,11,10,Ralf,None,https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg,Cardigan,0.131544,182,440
703,669328503091937280,Twitter for iPhone,2015-25-11,01:35:25,12,10,Kirk,None,https://pbs.twimg.com/media/CUnuuLEWEAAlKjN.jpg,Siberian_husky,0.424202,367,908
705,669354382627049472,Twitter for iPhone,2015-25-11,03:18:15,8,10,Dug,None,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,Chihuahua,0.97399,1095,2394
706,669359674819481600,Twitter for iPhone,2015-25-11,03:39:17,11,10,Saydee,None,https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,Labrador_retriever,0.367818,103,332
708,669367896104181761,Twitter for iPhone,2015-25-11,04:11:57,10,10,Chip,None,https://pbs.twimg.com/media/CUoSjTnWwAANNak.jpg,basset,0.749394,130,406
709,669371483794317312,Twitter for iPhone,2015-25-11,04:26:12,10,10,Oliviér,None,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,Brabancon_griffon,0.483268,148,438
710,669375718304980992,Twitter for iPhone,2015-25-11,04:43:02,6,10,Billl,None,https://pbs.twimg.com/media/CUoZqaqWcAAA2MQ.jpg,Airedale,0.168762,633,1179
711,669393256313184256,Twitter for iPhone,2015-25-11,05:52:43,10,10,Ronduh,None,https://pbs.twimg.com/media/CUopnHPVEAAcL2o.jpg,cocker_spaniel,0.3598429999999999,62,313
712,669203728096960512,Twitter for iPhone,2015-24-11,17:19:36,9,10,Samsom,None,https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg,pug,0.910452,408,890
713,669564461267722241,Twitter for iPhone,2015-25-11,17:13:02,10,10,a,None,https://pbs.twimg.com/media/CUrFUvDVAAA9H-F.jpg,toy_poodle,0.623685,104,337
714,668902994700836864,Twitter for iPhone,2015-23-11,21:24:36,11,10,Lambeau,None,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,Brittany_spaniel,0.828425,88,276
715,668872652652679168,Twitter for iPhone,2015-23-11,19:24:02,11,10,Amélie,None,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,miniature_schnauzer,0.0355366,268,477
718,668480044826800133,Twitter for iPhone,2015-22-11,17:23:57,11,10,DayZ,None,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,Labrador_retriever,0.0999648,127,397
720,668496999348633600,Twitter for iPhone,2015-22-11,18:31:19,8,10,Jo,None,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,Staffordshire_bullterrier,0.412879,114,359
721,668507509523615744,Twitter for iPhone,2015-22-11,19:13:05,10,10,a,None,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,basenji,0.0553793999999999,87,279
722,668528771708952576,Twitter for iPhone,2015-22-11,20:37:34,12,10,Gòrdón,None,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,Labrador_retriever,0.1958349999999999,189,404
723,668537837512433665,Twitter for iPhone,2015-22-11,21:13:35,8,10,Spark,None,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,Lakeland_terrier,0.372988,61,227
726,668567822092664832,Twitter for iPhone,2015-22-11,23:12:44,11,10,Marvin,None,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,Shih-Tzu,0.985649,46,206
728,668892474547511297,Twitter for iPhone,2015-23-11,20:42:48,11,10,Ruffles,None,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,kelpie,0.421979,126,354
730,668625577880875008,Twitter for iPhone,2015-23-11,03:02:14,10,10,Maks,None,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,groenendael,0.0544548,111,330
731,668627278264475648,Twitter for iPhone,2015-23-11,03:09:00,9,10,Timofy,None,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,French_bulldog,0.965403,97,281
732,668631377374486528,Twitter for iPhone,2015-23-11,03:25:17,5,10,Zeek,None,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,miniature_schnauzer,0.904549,280,618
733,668633411083464705,Twitter for iPhone,2015-23-11,03:33:22,10,10,Churlie,None,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,Pekinese,0.589011,1384,2469
734,668636665813057536,Twitter for iPhone,2015-23-11,03:46:18,10,10,an,None,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,komondor,0.999956,435,922
735,668641109086707712,Twitter for iPhone,2015-23-11,04:03:57,10,10,Hanz,None,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,pug,0.146311,467,944
738,668655139528511488,Twitter for iPhone,2015-23-11,04:59:42,11,10,Winifred,None,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,beagle,0.31911,190,474
739,668779399630725120,Twitter for iPhone,2015-23-11,13:13:28,10,10,Kevon,None,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,Chesapeake_Bay_retriever,0.285508,325,628
740,668815180734689280,Twitter for iPhone,2015-23-11,15:35:39,7,10,a,None,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,redbone,0.461172,227,494
741,668826086256599040,Twitter for iPhone,2015-23-11,16:18:59,10,10,Banditt,None,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,malinois,0.640185,112,384
